Stanford,EE,EE 60N,Man versus Nature: Coping with Disasters Using Space Technology (GEOPHYS 60N),Aut,4,"Preference to freshman. Natural hazards, earthquakes, volcanoes, floods, hurricanes, and fires, and how they affect people and society; great disasters such as asteroid impacts that periodically obliterate many species of life. Scientific issues, political and social consequences, costs of disaster mitigation, and how scientific knowledge affects policy. How spaceborne imaging technology makes it possible to respond quickly and mitigate consequences; how it is applied to natural disasters; and remote sensing data manipulation and analysis. GER:DB-EngrAppSci",,,,,
Stanford,EE,EE 65,Modern Physics for Engineers,Spr,4,"This course introduces the core ideas of modern physics that enable applications ranging from solar energy and efficient lighting to the modern electronic and optical devices and nanotechnologies that sense, process, store, communicate and display all our information. Though the ideas have broad impact, the course is widely accessible to engineering and science students with only basic linear algebra and calculus through simple ordinary differential equations as mathematics background. Topics include the quantum mechanics of electrons and photons (Schrödinger's equation, atoms, electrons, energy levels and energy bands; absorption and emission of photons; quantum confinement in nanostructures), the statistical mechanics of particles (entropy, the Boltzmann factor, thermal distributions), the thermodynamics of light (thermal radiation, limits to light concentration, spontaneous and stimulated emission), and the physics of information (Maxwell¿s demon, reversibility, entropy and noise in physics and information theory). Pre-requisite:  Physics 41. Pre- or co-requisite:  Math 53 or  CME 102.",,,,,
Stanford,EE,EE 100,The Electrical Engineering Profession,Aut,1,"Lectures/discussions on topics of importance to the electrical engineering professional. Continuing education, professional societies, intellectual property and patents, ethics, entrepreneurial engineering, and engineering management.",,,,,
Stanford,EE,EE 101A,Circuits I,"Win, Sum",4,Introduction to circuit modeling and analysis. Topics include creating the models of typical components in electronic circuits and simplifying non-linear models for restricted ranges of operation (small signal model); and using network theory to solve linear and non-linear circuits under static and dynamic operations. Prerequisite: ENGR40 or ENGR40M is useful but not strictly required.,ENGR40 or ENGR40M is useful but not strictly required.,,,,
Stanford,EE,EE 101B,Circuits II,Spr,4,"Continuation of  EE101A. Introduction to circuit design for modern electronic systems. Modeling and analysis of analog gain stages, frequency response, feedback. Filtering and analog¿to¿digital conversion. Fundamentals of circuit simulation. Prerequisites:  EE101A,  EE102A. Recommended:  CME102.",,,,,
Stanford,EE,EE 102A,Signal Processing and Linear Systems I,"Win, Sum",4,"Concepts and tools for continuous- and discrete-time signal and system analysis with applications in signal processing, communications, and control. Mathematical representation of signals and systems. Linearity and time invariance. System impulse and step responses. System frequency response. Frequency-domain representations: Fourier series and Fourier transforms. Filtering and signal distortion. Time/frequency sampling and interpolation. Continuous-discrete-time signal conversion and quantization. Discrete-time signal processing. Prerequisite:  MATH 53 or  CME 102.",,,,,
Stanford,EE,EE 102B,Signal Processing and Linear Systems II,Spr,4,"Continuation of  EE 102A. Concepts and tools for continuous- and discrete-time signal and system analysis with applications in communications, signal processing and control. Analog and digital modulation and demodulation. Sampling, reconstruction, decimation and interpolation. Finite impulse response filter design. Discrete Fourier transforms, applications in convolution and spectral analysis. Laplace transforms, applications in circuits and feedback control. Z transforms, applications in infinite impulse response filter design. Prerequisite:  EE 102A.",,,,,
Stanford,EE,EE 103,Introduction to Matrix Methods (CME 103),"Aut, Spr",3-5,"Introduction to applied linear algebra with emphasis on applications. Vectors, norm, and angle; linear independence and orthonormal sets; applications to document analysis. Clustering and the k-means algorithm. Matrices, left and right inverses, QR factorization. Least-squares and model fitting, regularization and cross-validation. Constrained and nonlinear least-squares. Applications include time-series prediction, tomography, optimal control, and portfolio optimization. Undergraduate students should enroll for 5 units, and graduate students should enroll for 3 units. Prerequisites: MATH 51 or  CME 100, and basic knowledge of computing ( CS 106A is more than enough, and can be taken concurrently).  EE103/CME103 and  Math 104 cover complementary topics in applied linear algebra. The focus of EE103 is on a few linear algebra concepts, and many applications; the focus of  Math 104 is on algorithms and concepts.",,,,,
Stanford,EE,EE 104,Introduction to Machine Learning,Spr,3-5,"Introduction to machine learning. Formulation of supervised and unsupervised learning problems. Regression and classification. Data standardization and feature engineering. Loss function selection and its effect on learning. Regularization and its role in controlling complexity. Validation and overfitting. Robustness to outliers. Simple numerical implementation. Experiments on data from a wide variety of engineering and other disciplines. In this initial offering, enrollment is limited to 50 students. Undergraduate students should enroll for 5 units, and graduate students should enroll for 3 units. Prerequisites:  EE 103;  EE 178 or  CS 109; CS106A or equivalent.",,,,,
Stanford,EE,EE 107,Embedded Networked Systems,Aut,3,"Networked embedded systems are often hidden from our view, but they are a key component that enables our modern society. Embedded systems bridge our physical world with powerful digital measurement and control systems. Applications of today's embedded systems range from stabilization in drones authentication in credit cards, and even temperature control in toasters. In this class, students will learn about how to build an networked embedded system from the ground up. The lectures will focus on the key enabling components of embedded systems, including: Clocks, GPIO, Interrupts, Busses, Amplifiers, Regulators, Power supplies, ADC/DAC, DMA, and Storage. The goal of the class is to familiarize the students with these components such that they can build their own embedded systems in devices. Prerequisites:  EE 102A or  ENGR 40M.",,,,,
Stanford,EE,EE 108,Digital System Design,"Aut, Win",4,"Digital circuit, logic, and system design. Digital representation of information. CMOS logic circuits. Combinational logic design. Logic building blocks, idioms, and structured design. Sequential logic design and timing analysis. Clocks and synchronization. Finite state machines. Microcode control. Digital system design. Control and datapath partitioning. Lab. *In Autumn, enrollment preference is given to EE majors. Any EE majors who must enroll in Autumn are invited to contact the instructor. Formerly  EE 108A.",,,,,
Stanford,EE,EE 109,Digital Systems Design Lab,Spr,4,"The design of integrated digital systems encompassing both customized software and hardware. Software/hardware design tradeoffs. Algorithm design for pipelining and parallelism. System latency and throughput tradeoffs. FPGA optimization techniques. Integration with external systems and smart devices. Firmware configuration and embedded system considerations. Enrollment limited to 25; preference to graduating seniors. Prerequisites: 108B, and  CS 106B or X.",,,,,
Stanford,EE,EE 114,Fundamentals of Analog Integrated Circuit Design (EE 214A),Aut,3-4,"Analysis and simulation of elementary transistor stages, current mirrors, supply- and temperature-independent bias, and reference circuits. Overview of integrated circuit technologies, circuit components, component variations and practical design paradigms. Differential circuits, frequency response, and feedback will also be covered. Performance evaluation using computer-aided design tools. Undergraduates must take  EE 114 for 4 units. Prerequisite: 101B. GER:DB-EngrAppSci",101B. GER:DB-EngrAppSci,,,,
Stanford,EE,EE 116,Semiconductor Device Physics,Spr,3,"The fundamental operation of semiconductor devices and overview of applications. The physical principles of semiconductors, both silicon and compound materials; operating principles and device equations for junction devices (diodes, bipolar transistor, photo-detectors). Introduction to quantum effects and band theory of solids. Recommended corequisites:  EE 65 and  EE 101B. Non-EE majors are encouraged to take  ENGR 40 before  EE 116.",,,,,
Stanford,EE,EE 118,Introduction to Mechatronics (ME 210),Win,4,"Technologies involved in mechatronics (intelligent electro-mechanical systems), and techniques to apply this technology to mecatronic system design. Topics include: electronics (A/D, D/A converters, op-amps, filters, power devices); software program design, event-driven programming; hardware and DC stepper motors, solenoids, and robust sensing. Large, open-ended team project. Prerequisites:  ENGR 40,  CS 106, or equivalents.",,,,,
Stanford,EE,EE 124,Introduction to Neuroelectrical Engineering,Win,3,"Fundamental properties of electrical activity in neurons, technology for measuring and altering neural activity, and operating principles of modern neurological and neural prosthetic medical systems. Topics: action potential generation and propagation, neuro-MEMS and measurement systems, experimental design and statistical data analysis, information encoding and decoding, clinical diagnostic systems, and fully-implantable neural prosthetic systems design. Prerequisite:  EE 101A and  EE 102A.",,,,,
Stanford,EE,EE 133,Analog Communications Design Laboratory (EE 233),Win,3-4,"Design, testing, and applications. Amplitude modulation (AM) using multiplier circuits. Frequency modulation (FM) based on discrete oscillator and integrated modulator circuits such as voltage-controlled oscillators (VCOs). Phased-lock loop (PLL) techniques, characterization of key parameters, and their applications. Practical aspects of circuit implementations. Labs involve building and characterization of AM and FM modulation/demodulation circuits and subsystems. Enrollment limited to 30 undergraduates and coterminal EE students. Prerequisite:  EE101B. Undergraduate students enroll in EE133 and Graduate students enroll in  EE233. Recommended:  EE114/214A.",,,,,
Stanford,EE,EE 134,Introduction to Photonics,Spr,4,"Photonics, optical components, and fiber optics. Conceptual and mathematical tools for design and analysis of optical communication, sensor and imaging systems. Experimental characterization of semiconductor lasers, optical fibers, photodetectors, receiver circuitry, fiber optic links, optical amplifiers, and optical sensors. Class project on confocal microscopy or other method of sensing or analyzing biometric data. Laboratory experiments. Prerequisite:  EE 102A and one of the following:  EE 42,  Physics 43, or  Physics 63.",,,,,
Stanford,EE,EE 142,Engineering Electromagnetics,Aut,3,"Introduction to electromagnetism and Maxwell's equations in static and dynamic regimes. Electrostatics and magnetostatics: Gauss's, Coulomb's, Faraday's, Ampere's, Biot-Savart's laws. Electric and magnetic potentials. Boundary conditions. Electric and magnetic field energy. Electrodynamics: Wave equation; Electromagnetic waves; Phasor form of Maxwell's equations.nSolution of the wave equation in 1D free space: Wavelength, wave-vector, forward and backward propagating plane waves.Poynting's theorem. Propagation in lossy media, skin depth. Reflection and refraction at planar boundaries, total internal reflection. Solutions of wave equation for various 1D-3D problems: Electromagnetic resonators, waveguides periodic media, transmission lines. Formerly  EE 141. Pre-requisites: Phys 43 or  EE 42,  CME 100,  CME 102 (recommended)",,,,,
Stanford,EE,EE 151,Sustainable Energy Systems,not given this year,3,"Energy demand is expected to grow by 30% by 2025, while at the same time the European Union is demanding a carbon footprint at 1990 levels. We examine energy flow in the US and Europe, and deduce from it a strategy for sustainable growth. Potential solutions include distributed small scale networked energy generation, solar energy, wind and water, as well as nuclear energy. A systems perspective allows optimization. Fundamental concepts will be demonstrated in class through hands-on experiments.",,,,,
Stanford,EE,EE 153,Power Electronics (EE 253),Win,3-4,"Addressing the energy challenges of today and the environmental challenges of the future will require efficient energy conversion techniques. This course will discuss the circuits used to efficiently convert ac power to dc power, dc power from one voltage level to another, and dc power to ac power. The components used in these circuits (e.g., diodes, transistors, capacitors, inductors) will also be covered in detail to highlight their behavior in a practical implementation. A lab will be held with the class where students will obtain hands on experience with power electronic circuits. Formerly  EE 292J. Prerequisite:  EE 101B.",,,,,
Stanford,EE,EE 155,Green Electronics (EE 255),Aut,4,"Many green technologies including hybrid cars, photovoltaic energy systems, efficient power supplies, and energy-conserving control systems have at their heart intelligent, high-power electronics. This course examines this technology and uses green-tech examples to teach the engineering principles of modeling, optimization, analysis, simulation, and design. Topics include power converter topologies, periodic steady-state analysis, control, motors and drives, photovol-taic systems, and design of magnetic components. The course involves a hands-on laboratory and a substantial final project. Formerly  EE 152. Required:  EE101B,  EE102A,  EE108. Recommended: ENGR40 or  EE122A.",,,,,
Stanford,EE,EE 168,Introduction to Digital Image Processing,Win,3-4,"Computer processing of digital 2-D and 3-D data, combining theoretical material with implementation of computer algorithms. Topics: properties of digital images, design of display systems and algorithms, time and frequency representations, filters, image formation and enhancement, imaging systems, perspective, morphing, and animation applications. Instructional computer lab exercises implement practical algorithms. Final project consists of computer animations incorporating techniques learned in class. Prerequisite: Matlab programming.",Matlab programming.,,,,
Stanford,EE,EE 169,Introduction to Bioimaging,Aut,3,"Bioimaging is important for both clinical medicine, and medical research. This course will provide a introduction to several of the major imaging modalities, using a signal processing perspective. The course will start with an introduction to multi-dimensional Fourier transforms, and image quality metrics. It will then study projection imaging systems (projection X-Ray), backprojection based systems (CT, PET, and SPECT), systems that use beam forming (ultrasound), and systems that use Fourier encoding (MRI). Prerequisites:  EE102A,  EE102B",,,,,
Stanford,EE,EE 178,Probabilistic Systems Analysis,"Aut, Spr",4,"Introduction to probability and statistics and their role in modeling and analyzing real world phenomena. Events, sample space, and probability. Discrete random variables, probability mass functions, independence and conditional probability, expectation and conditional expectation. Continuous random variables, probability density functions, independence and expectation, derived densities. Transforms, moments, sums of independent random variables. Simple random processes. Limit theorems. Introduction to statistics: significance, estimation and detection. Prerequisites: basic calculus.",basic calculus.,,,,
Stanford,EE,EE 179,Analog and Digital Communication Systems,Aut,3,"This course covers the fundamental principles underlying the analysis, design and optimization of analog and digital communication systems. Design examples will be taken from the most prevalent communication systems today: cell phones, Wifi, radio and TV broadcasting, satellites, and computer networks. Analysis techniques based on Fourier transforms and energy/power spectral density will be developed. Mathematical models for random variables and random (noise) signals will be presented, which are used to characterize filtering and modulation of random noise. These techniques will then be used to design analog (AM and FM) and digital (PSK and FSK) communication systems and determine their performance over channels with noise and interference. Prerequisite: 102A.",102A.,,,,
Stanford,EE,EE 180,Digital Systems Architecture,Win,4,"The design of processor-based digital systems. Instruction sets, addressing modes, data types. Assembly language programming, low-level data structures, introduction to operating systems and compilers. Processor microarchitecture, microprogramming, pipelining. Memory systems and caches. Input/output, interrupts, buses and DMA. System design implementation alternatives, software/hardware tradeoffs. Labs involve the design of processor subsystems and processor-based embedded systems. Formerly  EE 108B. Prerequisite:  CS107 (required) and  EE108 (recommended but not required).",,,,,
Stanford,EE,EE 190,Special Studies or Projects in Electrical Engineering,"Aut, Win, Spr, Sum",1-15,"Independent work under the direction of a faculty member. Individual or team activities involve lab experimentation, design of devices or systems, or directed reading. Course may be repeated for credit.",,,,,
Stanford,EE,EE 191,Special Studies and Reports in Electrical Engineering,"Aut, Win, Spr, Sum",1-15,"Independent work under the direction of a faculty member given for a letter grade only. If a letter grade given on the basis of required written report or examination is not appropriate, enroll in 190. Course may be repeated for credit.",,,,,
Stanford,EE,EE 191A,Special Studies and Reports in Electrical Engineering,"Aut, Win, Spr",1,EE191A is part of the Accelerated Calculus for Engineers program. Independent work under the direction of a faculty member given for a letter grade only.  EE 191A counts as a Math one unit seminar course: it is this unit that constitutes the ACE program.,,,,,
Stanford,EE,EE 191W,Special Studies and Reports in Electrical Engineering (WIM),"Aut, Win, Spr, Sum",3-10,"WIM-version of  EE 191. For EE students using special studiesn(e.g., honors project, independent research project) to satisfy thenwriting-in-major requirement. A written report that has gone through revision with an advisor is required. An advisor from the Writing Center is recommended.",,,,,
Stanford,EE,EE 195,Electrical Engineering Instruction,"Aut, Win, Spr",1-3,Students receive training from faculty or graduate student mentors to prepare them to assist in instruction of Electrical Engineering courses. The specific training and units of credit received are to be defined in consultation with one of the official instructors of  EE 195. Note that University regulations prohibit students from being paid for the training while receiving academic credit for it. Enrollment limited.,,,,,
Stanford,EE,EE 203,The Entrepreneurial Engineer,Win,1,"Seminar. For prospective entrepreneurs with an engineering background. Contributions made to the business world by engineering graduates. Speakers include Stanford and other engineering and M.B.A. graduates who have founded large and small companies in nearby communities. Contributions from EE faculty and other departments including Law, Business, and MS&E.May be repeated for credit.",,,,,
Stanford,EE,EE 204S,Business Management for Electrical Engineers and Computer Scientists,not given this year,3,For SCPD students including NDOs; see EE204 for description.,,,,,
Stanford,EE,EE 205,Product Management for Electrical Engineers and Computer Scientists,Aut,3,"Successful products are the highest impact contribution anyone can make in product development. Students will learn to build successful products using fundamental concepts in Product Management. These include understanding customers, their job to be done, Identifying new product opportunities, and defining what to build that is technically feasible, valuable to the customer, and easy to use The course has two components, Product Management Project with corporate partners, and case-based classroom discussion of PM concepts and application. Prerequisite: Students must be currently enrolled in a MS or PhD engineering degree program.",Students must be currently enrolled in a MS or PhD engineering degree program.,,,,
Stanford,EE,EE 207,Neuromorphics: Brains in Silicon (BIOE 313),Spr,3,"(Formerly  EE 304) Neuromorphic systems run perceptual, cognitive and motor tasks in real-time on a network of highly interconnected nonlinear units. To maximize density and minimize energy, these units--like the brain's neurons--are heterogeneous and stochastic. The first half of the course covers learning algorithms that automatically synthesize network configurations to perform a desired computation on a given heterogeneous neural substrate. The second half of the course surveys system-on-a-chip architectures that efficiently realize highly interconnected networks and mixed analog-digital circuit designs that implement area and energy-efficient nonlinear units. Prerequisites: EE102A is required.",EE102A is required.,,,,
Stanford,EE,EE 212,Integrated Circuit Fabrication Processes,Aut,3,"For students interested in the physical bases and practical methods of silicon VLSI chip fabrication, or the impact of technology on device and circuit design, or intending to pursue doctoral research involving the use of Stanford's Nanofabrication laboratory. Process simulators illustrate concepts. Topics: principles of integrated circuit fabrication processes, physical and chemical models for crystal growth, oxidation, ion implantation, etching, deposition, lithography, and back-end processing. Required for 410.",,,,,
Stanford,EE,EE 213,Digital MOS Integrated Circuits,Spr,3,"Looks a little more deeply at how digital circuits operate, what makes a gate digital, and how to ""cheat"" to improve performance or power. To aid this analysis we create a number of different models for MOS transistors and choose the simplest one that can explain our the circuit's operation, using both hand and computer analysis. We explore static, dynamic, pulse-mode, and current mode logic, and show how they are are used in SRAM design. Topics include sizing for min delay, noise and noise margins, power dissipation. The class uses memory design (SRAM) as a motivating example. DRAM and EEPROM design issues are also covered. Formerly  EE 313. Prerequisites:  EE 101B,  EE 108. Recommended:  EE 271.",,,,,
Stanford,EE,EE 214A,Fundamentals of Analog Integrated Circuit Design (EE 114),Aut,3-4,"Analysis and simulation of elementary transistor stages, current mirrors, supply- and temperature-independent bias, and reference circuits. Overview of integrated circuit technologies, circuit components, component variations and practical design paradigms. Differential circuits, frequency response, and feedback will also be covered. Performance evaluation using computer-aided design tools. Undergraduates must take  EE 114 for 4 units. Prerequisite: 101B. GER:DB-EngrAppSci",101B. GER:DB-EngrAppSci,,,,
Stanford,EE,EE 214B,Advanced Analog Integrated Circuit Design,Win,3,Analysis and design of analog integrated circuits in advanced MOS and bipolar technologies. Device operation and compact modeling in support of circuit simulations needed for design. Emphasis on quantitative evaluations of performance using hand calculations and circuit simulations; intuitive approaches to design. Analytical and approximate treatments of noise and distortion; analysis and design of feedback circuits. Design of archetypal analog blocks for networking and communications such as broadband gain stages and transimpedance amplifiers. Prerequisites:  EE114/214A.,,,,,
Stanford,EE,EE 216,Principles and Models of Semiconductor Devices,"Aut, Win, Sum",3,"Carrier generation, transport, recombination, and storage in semiconductors. Physical principles of operation of the p-n junction, heterojunction, metal semiconductor contact, bipolar junction transistor, MOS capacitor, MOS and junction field-effect transistors, and related optoelectronic devices such as CCDs, solar cells, LEDs, and detectors. First-order device models that reflect physical principles and are useful for integrated-circuit analysis and design. Prerequisite: 116 or equivalent.",116 or equivalent.,,,,
Stanford,EE,EE 218,Power Semiconductor Devices and Technology,Win,3,"This course starts by covering the device physics and technology of current silicon power semiconductor devices including power MOSFETs, IGBTs, and Thyristors. Wide bandgap materials, especially GaN and SiC are potential replacements for Si power devices because of their fundamentally better properties. This course explores what is possible in these new materials, and what the remaining challenges are for wide bandgap materials to find widespread market acceptance in power applications. Future clean, renewable energy systems and high efficiency power control systems will critically depend on the higher performance devices possible in these new materials. Prerequisites:  EE 116 or equivalent.",,,,,
Stanford,EE,EE 222,Applied Quantum Mechanics I (MATSCI 201),Aut,3,"Emphasis is on applications in modern devices and systems. Topics include: Schrödinger's equation, eigenfunctions and eigenvalues, solutions of simple problems including quantum wells and tunneling, quantum harmonic oscillator, coherent states, operator approach to quantum mechanics, Dirac notation, angular momentum, hydrogen atom, calculation techniques including matrix diagonalization, perturbation theory, variational method, and time-dependent perturbation theory with applications to optical absorption, nonlinear optical coefficients, and Fermi's golden rule. Prerequisites:  MATH 52 and 53,  EE 65 or  PHYSICS 65 (or  PHYSICS 43 and 45).",,,,,
Stanford,EE,EE 223,Applied Quantum Mechanics II,Win,3,"Continuation of 222, including more advanced topics: quantum mechanics of crystalline materials, methods for one-dimensional problems, spin, systems of identical particles (bosons and fermions), introductory quantum optics (electromagnetic field quantization, coherent states), fermion annihilation and creation operators, interaction of different kinds of particles (spontaneous emission, optical absorption, and stimulated emission). Quantum information and interpretation of quantum mechanics. Other topics in electronics, optoelectronics, optics, and quantum information science. Prerequisite: 222.",222.,,,,
Stanford,EE,EE 225,"Biochips and Medical Imaging (MATSCI 382, SBIO 225)",Win,3,"The course covers state-of-the-art and emerging bio-sensors, bio-chips, imaging modalities, and nano-therapies which will be studied in the context of human physiology including the nervous system, circulatory system and immune system. Medical diagnostics will be divided into bio-chips (in-vitro diagnostics) and medical and molecular imaging (in-vivo imaging). In-depth discussion on cancer and cardiovascular diseases and the role of diagnostics and nano-therapies.",,,,,
Stanford,EE,EE 228,Basic Physics for Solid State Electronics,not given this year,3,"Topics: energy band theory of solids, energy bandgap engineering, classical kinetic theory, statistical mechanics, and equilibrium and non-equilibrium semiconductor statistics. Prerequisite: course in modern physics.",course in modern physics.,,,,
Stanford,EE,EE 230,Biophotonics: Light in Biology,not given this year,3,"This course will provide an introduction to the use of optics in biology, primarily focusing on microscopy from an engineering perspective (i.e., the focus of the course is more on technology than biology). Course material will be interspersed with labs to provide hands-on experience with common techniques in modern microscopy (e.g., brightfield, fluorescence, confocal and phase contrast microscopy). Background in college physics strongly recommended. Programming experience with Matlab required. Suggested prerequisites:  EE 134 or  EE 236A.",,,,,
Stanford,EE,EE 233,Analog Communications Design Laboratory (EE 133),Win,3-4,"Design, testing, and applications. Amplitude modulation (AM) using multiplier circuits. Frequency modulation (FM) based on discrete oscillator and integrated modulator circuits such as voltage-controlled oscillators (VCOs). Phased-lock loop (PLL) techniques, characterization of key parameters, and their applications. Practical aspects of circuit implementations. Labs involve building and characterization of AM and FM modulation/demodulation circuits and subsystems. Enrollment limited to 30 undergraduates and coterminal EE students. Prerequisite:  EE101B. Undergraduate students enroll in EE133 and Graduate students enroll in  EE233. Recommended:  EE114/214A.",,,,,
Stanford,EE,EE 234,Photonics Laboratory,not given this year,3,"Photonics and fiber optics with a focus on communication and sensing. Experimental characterization of semiconductor lasers, optical fibers, photodetectors, receiver circuitry, fiber optic links, optical amplifiers, and optical sensors and photonic crystals. Prerequisite:  EE 242 or equivalent. Recommended:  EE 236A.",,,,,
Stanford,EE,EE 235,Analytical Methods in Biotechnology,Spr,3,"This course provides fundamental principles underlying important analytical techniques used in modern biotechnology. The course comprises of lectures and hands-on laboratory experiments. Students will learn the core principles for designing, implementing and analyzing central experimental methods including polymerase chain reaction (PCR), electrophoresis, immunoassays, and high-throughput sequencing. The overall goal of the course is to enable engineering students with little or no background in molecular biology to transition into research in the field of biomedicine.",,,,,
Stanford,EE,EE 236A,Modern Optics,Aut,3,"Geometrical optics, aberrations, optical instruments, radiometry. Ray matrices and Gaussian beams. Wave nature of light. Plane waves: at interfaces, in media with varying refractive index. Diffraction and Fourier optics. Interference, single-beam interferometers (Fabry-Perot), multiple-beam interferometers (Michelson, Mach-Zehnder). Polarization, Jones and Stokes calculi.nFormerly  EE 268. Prerequisites:  EE 142 or familiarity with electromagnetism and plane waves.",,,,,
Stanford,EE,EE 236AL,Modern Optics - Laboratory,not given this year,1,"The Laboratory Course allows students to work hands-on with optical equipment to conduct five experiments that compliment the lecture course. Examples are Gaussian Beams and Resonators, Interferometers, and Diffraction.",,,,,
Stanford,EE,EE 236B,Guided Waves,Win,3,"Maxwell's equations, constitutive relations. Kramers-Kronig relations. Modes in waveguides: slab, rectangular, circular. Photonic crystals, surface plasmon modes. General properties of waveguide modes: orthogonality, phase and group indices, group velocity dispersion. Chirped pulse propagation in dispersive media and its connection to Gaussian beam propagation. Time lens. Waveguide technologies: glass, silicon, III-V semiconductor, metallic. Waveguide devices: fibers, lasers, modulators, arrayed waveguide gratings. Scattering matrix description of passive optical devices, and constraints from energy conservation, time-reversal symmetry and reciprocity. Mode coupling, directional couplers, distributed-feedback structures. Resonators from scattering matrix and input-output perspective. Micro-ring resonators. Prerequisites:  EE 236A and  EE 242 or familiarity with differential form of Maxwell's equations.",,,,,
