Stanford,CS,CS 45N,Computers and Photography: From Capture to Sharing,"Aut, Spr",3-4,"Preference to freshmen with experience in photography and use of computers. Elements of photography, such as lighting, focus, depth of field, aperture, and composition. How a photographer makes photos available for computer viewing, reliably stores them, organizes them, tags them, searches them, and distributes them online. No programming experience required. Digital SLRs and editing software will be provided to those students who do not wish to use their own.",,,,,
Stanford,CS,CS 49N,Using Bits to Control Atoms,Spr,3,"This is a crash course in how to use a stripped-down computer system aboutnthe size of a credit card (the rasberry pi computer) to control as manyndifferent sensors as we can implement in ten weeks, including LEDs, motionnsensors, light controllers, and accelerometers. The ability to fearlesslyngrab a set of hardware devices, examine the data sheet to see how to usenit, and stitch them together using simple code is a secret weapon thatnsoftware-only people lack, and allows you to build many interestingngadgets. We will start with a ``bare metal'' system --- no operatingnsystem, no support --- and teach you how to read device data sheetsndescribing sensors and write the minimal code needed to control themn(including how to debug when things go wrong, as they always do). Thisncourse differs from most in that it is deliberately mostly about what andnwhy rather than how --- our hope is that the things you are able at the endnwill inspire you to follow the rest of the CS curriculum to understandnbetter how things you've used work. Prerequisites: knowledge of the Cnprogramming language. A Linux or Mac laptop that you are comfortablencoding on.",knowledge of the Cnprogramming language. A Linux or Mac laptop that you are comfortablencoding on.,,,,
Stanford,CS,CS 50,Using Tech for Good,"Aut, Spr",2,"Students in the class will work in small teams to implement high-impact projects for partner organizations. Taught by the CS+Social Good team, the aim of the class is to empower you to leverage technology for social good by inspiring action, facilitating collaboration, and forging pathways towards global change. Recommended:  CS 106B,  CS 42 or 142. Class is open to students of all years. May be repeated for credit. Cardinal Course certified by the Haas Center.",,,,,
Stanford,CS,CS 51,CS + Social Good Studio: Designing Social Impact Projects,Win,2,"Get real-world experience launching and developing your own social impact projects! Students work in small teams to develop high-impact projects around problem domains provided by partner organizations, under the guidance and support of design/technical coaches from industry and non-profit domain experts. Along with support, resources, and community discussion, the class provides an outlet for students to create social change through CS while providing students with experience engaging in the full product development cycle on real-world projects. Prerequisite:  CS 147, equivalent experience, or consent of instructors.",,,,,
Stanford,CS,CS 52,CS + Social Good: Implementing Social Impact Projects,Spr,2,"Continuation of  CS51 (CS + Social Good Studio: Designing Social Impact Projects)nnTeams enter the quarter having completed and tested a minimal viable product (MVP) with a well-defined target user, and a community partner. Students will learn to apply scalable technical frameworks, methods to measure social impact, tools for deployment, user acquisition techniques and growth/exit strategies. The purpose of the class is to facilitate students to build a sustainable infrastructure around their product idea. CS52 will host mentors, guest speakers and industry experts for various workshops and coaching-sessions. The class culminates in a showcase where students share their projects with stakeholders and the public. Prerequisite:  CS 51, or consent of instructor.",,,,,
Stanford,CS,CS 53SI,Discussion in Tech for Good,Aut,1,"This course introduces students to various intersections of social good and technology through a weekly discussion and speaker series. Students will be given a space to exchange ideas and experiences regarding a certain social issue. Invited speakers come from industry, academia, and non-profit organizations. They will share their career paths, what drove them to these fields, and advice for students. The topics examined will span a broad variety of social issues -- from race and class to education and sustainability -- and help students better understand how to kick off their journey in using computer science for social good.",,,,,
Stanford,CS,CS 54N,Great Ideas in Computer Science,not given this year,3,Stanford Introductory Seminar. Preference to freshmen. Covers the intellectual tradition of computer science emphasizing ideas that reflect the most important milestones in the history of the discipline. No prior experience with programming is assumed. Topics include programming and problem solving; implementing computation in hardware; algorithmic efficiency; the theoretical limits of computation; cryptography and security; and the philosophy behind artificial intelligence.,,,,,
Stanford,CS,CS 56N,Great Discoveries and Inventions in Computing,Aut,3,"This seminar will explore some of both the great discoveries that underlie computer science and the inventions that have produced the remarkable advances in computing technology. Key questions we will explore include: What is computable? How can information be securely communicated? How do computers fundamentally work? What makes computers fast? Our exploration will look both at the principles behind the discoveries and inventions, as well as the history and the people involved in those events. Some exposure to programming will be helpful, but it not strictly necessary.",,,,,
Stanford,CS,CS 62N,Let There Be Computations,Spr,3,"The class will discuss the Theory of Computing as an ambitious intellectual endeavor with impact beyond Computer Science. What are computations? How can their study capture important aspects of the evolution of species, the structure of social networks, and the working of your smart phone? What are the laws of efficiency and complexity that govern computations? We will see surprising algorithms for very familiar problems as well as simple problems no one knows how to solve efficiently. We will encounter logic paradoxes that expose the limitations of computations and explore the different worlds we may be living in, depending on the answers to some of the central problems on computations.n nThe class is intended for students with a wide range of interests. The course will not involve programming. While our class will not rely on any deep mathematics (beyond basic high-school math) we will deal with mathematical formalization of concepts and with mathematical problem-solving. Therefore, some mathematical maturity and interest would be useful.",,,,,
Stanford,CS,CS 82,Social Impacts of Media Innovation,not given this year,1,"Media innovation merges technical and cultural development and benefits diverse social groups in different ways. Considering historic media innovations such as cinema, hip-hop, and the works of innovator in residence Paul D. Miller aka DJ Spooky, the course focuses on what ideas benefit whom. Lectures and workshops underscore the need to innovate to survive and get heard, and offer know-how for radical innovation in the arts and entertainment industry. Course projects will be considered for inclusion in the Stanford Humanities Showcase. Open to both undergraduate and graduate students.",,,,,
Stanford,CS,CS 83,Playback Theater For Research,Win,3,"Playback combines elements of theater, community work and storytelling. In a playback show, a group of actors and musicians create an improvised performance based on the audience's personal stories. A playback show brings about a powerful listening and sharing experience. During the course, we will tell, listen, play together, and train in playback techniques. We will write diaries to process our experience in the context of education and research. The course is aimed to strengthen listening abilities, creativity and the collaborative spirit, all integral parts of doing great science. In playback, as in research, we are alwaysnmoving together, from the known, to the unknown, and back.nThere is limited enrollment for this class. Application is required. Apply here:  https://docs.google.com/forms/d/1gR4bGkFZh_ycMBGMz1AIIuyv7WyQfX5xTjanGlclK-A/prefill",,,,,
Stanford,CS,CS 96SI,Mobilizing Healthcare - iOS Development for Mobile Health,not given this year,2,"How can mobile technology can be leveraged to tackle pressing problems in healthcare? Our class will feature guest lecturers from Verily (formerly Google Life Sciences), Apple Health, and mobile health companies in developing countries and in the Bay Area. This class will give an overview of the fundamentals and contemporary usage of iOS development with a Mobile Health focus. Primary focus on developing best practices for Apple HealthKit and ResearchKit among other tools for iOS application development. Students will complete a project in the mobile health space sponsored and advised by professionals and student TAs. Recommended: CS193P or iOS development at a similar level. Apply at  https://enrollcs96si.typeform.com/to/FGGHVl by Sept 30.",,,,,
Stanford,CS,CS 101,Introduction to Computing Principles,Spr,3-5,"Introduces the essential ideas of computing: data representation, algorithms, programming ""code"", computer hardware, networking, security, and social issues. Students learn how computers work and what they can do through hands-on exercises. In particular, students will see the capabilities and weaknesses of computer systems so they are not mysterious or intimidating. Course features many small programming exercises, although no prior programming experience is assumed or required. CS101 is not a complete programming course such as  CS106A. CS101 is effectively an alternative to  CS105. A laptop computer is recommended for the in-class exercises.",,,,,
Stanford,CS,CS 102,"Big Data: Tools and Techniques, Discoveries and Pitfalls","Aut, Spr",3-4,"Aimed at non-CS undergraduate and graduate students who want to learn the basics of big data tools and techniques and apply that knowledge in their areas of study. Many of the world's biggest discoveries and decisions in science, technology, business, medicine, politics, and society as a whole, are now being made on the basis of analyzing massive data sets. At the same time, it is surprisingly easy to make errors or come to false conclusions from data analysis alone. This course provides a broad and practical introduction to big data: data analysis techniques including databases, data mining, and machine learning; data analysis tools including spreadsheets, relational databases and SQL, Python, and R; data visualization techniques and tools; pitfalls in data collection and analysis; historical context, privacy, and other ethical issues. Tools and techniques are hands-on but at a cursory level, providing a basis for future exploration and application. Prerequisites: comfort with basic logic and mathematical concepts, along with high school AP computer science,  CS106A, or other equivalent programming experience.",,,,,
Stanford,CS,CS 103,Mathematical Foundations of Computing,"Aut, Win, Spr",3-5,"Mathematical foundations required for computer science, including propositional predicate logic, induction, sets, functions, and relations. Formal language theory, including regular expressions, grammars, finite automata, Turing machines, and NP-completeness. Mathematical rigor, proof techniques, and applications. Prerequisite: CS106B or equivalent. CS106B may be taken concurrently with  CS103.",,,,,
Stanford,CS,CS 103A,Mathematical Problem-solving Strategies,"Aut, Win, Spr",1,Problem solving strategies and techniques in discrete mathematics and computer science. Additional problem solving practice for  CS103. In-class participation required. Prerequisite: consent of instructor. Co-requisite:  CS103.,,,,,
Stanford,CS,CS 105,Introduction to Computers,Aut,3-5,For non-technical majors. What computers are and how they work. Practical experience in programming. Construction of computer programs and basic design techniques. A survey of Internet technology and the basics of computer hardware. Students in technical fields and students looking to acquire programming skills should take 106A or 106X. Students with prior computer science experience at the level of 106 or above require consent of instructor. Prerequisite: minimal math skills.,minimal math skills.,,,,
Stanford,CS,CS 106A,Programming Methodology (ENGR 70A),"Aut, Win, Spr, Sum",3-5,"Introduction to the engineering of computer applications emphasizing modern software engineering principles: object-oriented design, decomposition, encapsulation, abstraction, and testing. Emphasis is on good programming style and the built-in facilities of respective languages. No prior programming experience required. Summer quarter enrollment is limited. Alternative versions of CS106A are available which cover most of the same material but in different programming languages: Java [Fall, Win, Spr, or Sum qtr enroll in CS106A Section 1] Javascript [Fall qtr enroll in  CS 106A Section 2] Python [Winter or Spring qtr enroll in  CS 106A Section 3]",,,,,
Stanford,CS,CS 106AJ,Programming Methodology in JavaScript,Aut,3-5,"Introduction to the engineering of computer applications emphasizing modern software engineering principles: object-oriented design, decomposition, encapsulation, abstraction, and testing. Uses the JavaScript programming language. Emphasis is on good programming style and the built-in facilities of the JavaScript language. No prior programming experience required. This course covers most of the same material as CS106A Section 1 in Java and  CS 106A Section 3 in Python, but this course uses the JavaScript programming language. To enroll in this class, enroll in  CS 106A Section 2 for Fall Qtr. May be taken for 3 units by grad students.",,,,,
Stanford,CS,CS 106AP,Programming Methodology in Python,"Win, Spr",3-5,"Introduction to the engineering of computer applications in Python, emphasizing modern software engineering principles: decomposition, abstraction, and testing. Emphasis is on good programming style. This course covers most of the same material as CS106A Section 1 in Java and  CS 106A Section 2 in JavaScript, but this course uses the Python programming language which is popular for general engineering and web development. Required readings will all be available for free on the web. Students are encouraged to bring a laptop to lecture to do the live exercises which are integrated with lecture. No prior programming experience required. To enroll in this class, enroll in  CS 106A Section 3. May be taken for 3 units by grad students. Enrollment is limited for winter quarter 2017-18 but from spring quarter 2017-18 enrollment will be unlimited.",,,,,
Stanford,CS,CS 106B,Programming Abstractions (ENGR 70B),"Aut, Win, Spr, Sum",3-5,"Abstraction and its relation to programming. Software engineering principles of data abstraction and modularity. Object-oriented programming, fundamental data structures (such as stacks, queues, sets) and data-directed design. Recursion and recursive data structures (linked lists, trees, graphs). Introduction to time and space complexity analysis. Uses the programming language C++ covering its basic facilities. Prerequisite: 106A or equivalent. Summer quarter enrollment is limited.",106A or equivalent. Summer quarter enrollment is limited.,,,,
Stanford,CS,CS 106E,Practical Exploration of Computing,Spr,3-4,"A follow up class to CS106A for non-majors which will both provide practical web programming skills and cover essential computing topics including computer security and privacy. Additional topics will include digital representation of images and music, an exploration of how the Internet works, and a look at the internals of the computer. Students taking the course for 4 units will be required to carry out supplementary programming assignments in addition to the course's regular assignments. Prerequisite: 106A or equivalent",106A or equivalent,,,,
Stanford,CS,CS 106L,Standard C++ Programming Laboratory,Win,1,"Supplemental lab to 106B and 106X. Additional features of standard C++ programming practice. Possible topics include advanced C++ language features, standard libraries, STL containers and algorithms, object memory management, operator overloading, and inheritance. Prerequisite: consent of instructor. Corequisite: 106B or 106X.",consent of instructor. Corequisite: 106B or 106X.,,,,
Stanford,CS,CS 106S,Programming Abstractions and Social Good,not given this year,1,"Supplemental lab to  CS 106B and  CS 106X. Students will apply fundamental computer science concepts learned in 106B/X to problems in the social good space (such as health, government, education, and environment). Course consists of in-class activities designed by local tech companies and nonprofits. Corequisite: 106B or 106X.",106B or 106X.,,,,
Stanford,CS,CS 106X,Programming Abstractions (Accelerated) (ENGR 70X),"Aut, Win",3-5,"Intensive version of 106B for students with a strong programming background interested in a rigorous treatment of the topics at an accelerated pace. Additional advanced material and more challenging projects. Winter quarter assignments will be based in CS department research. Prerequisite: excellence in 106A or equivalent, or consent of instructor. Winter quarter enrollment limited to 30.","excellence in 106A or equivalent, or consent of instructor. Winter quarter enrollment limited to 30.",,,,
Stanford,CS,CS 107,Computer Organization and Systems,"Aut, Win, Spr",3-5,"Introduction to the fundamental concepts of computer systems. Explores how computer systems execute programs and manipulate data, working from the C programming language down to the microprocessor. Topics covered include: the C programming language, data representation, machine-level code, computer arithmetic, elements of code compilation, memory organization and management, and performance evaluation and optimization. Prerequisites: 106B or X, or consent of instructor.","106B or X, or consent of instructor.",,,,
Stanford,CS,CS 107E,Computer Systems from the Ground Up,"Win, Spr",3-5,"Introduction to the fundamental concepts of computer systems through bare metal programming on the Raspberry Pi. Explores how five concepts come together in computer systems: hardware, architecture, assembly code, the C language, and software development tools. Students do all programming with a Raspberry Pi kit and several add-ons (LEDs, buttons). Topics covered include: the C programming language, data representation, machine-level code, computer arithmetic, compilation, memory organization and management, debugging, hardware, and I/O. Prerequisite: 106B or X, and consent of instructor. There is a $50 required lab fee.","106B or X, and consent of instructor. There is a $50 required lab fee.",,,,
Stanford,CS,CS 108,Object-Oriented Systems Design,"Aut, Win",3-4,"Software design and construction in the context of large OOP libraries. Taught in Java. Topics: OOP design, design patterns, testing, graphical user interface (GUI) OOP libraries, software engineering strategies, approaches to programming in teams. Prerequisite: 107.",107.,,,,
Stanford,CS,CS 109,Introduction to Probability for Computer Scientists,"Aut, Spr",3-5,"Topics include: counting and combinatorics, random variables, conditional probability, independence, distributions, expectation, point estimation, and limit theorems. Applications of probability in computer science including machine learning and the use of probability in the analysis of algorithms. Prerequisites: 103, 106B or X, multivariate calculus at the level of  MATH 51 or  CME 100 or equivalent.",,,,,
Stanford,CS,CS 109L,Statistical Computing with R Laboratory,not given this year,1,"Supplemental lab to  CS109. Introduces the R programming language for statistical computing. Topics include basic facilities of R including mathematical, graphical, and probability functions, building simulations, introductory data fitting and machine learning. Provides exposure to the functional programming paradigm. Corequisite:  CS109.",,,,,
Stanford,CS,CS 110,Principles of Computer Systems,"Aut, Spr",3-5,"Principles and practice of engineering of computer software and hardware systems. Topics include: techniques for controlling complexity; strong modularity using client-server design, virtual memory, and threads; networks; atomicity and coordination of parallel activities; security, and encryption; and performance optimizations. Prerequisite: 107.",107.,,,,
Stanford,CS,CS 124,"From Languages to Information (LINGUIST 180, LINGUIST 280)",Win,3-4,"Extracting meaning, information, and structure from human language text, speech, web pages, social networks. Methods include: string algorithms,edit distance, language modeling, the noisy channel, naive Bayes, inverted indices, collaborative filtering, PageRank. Applications such as question answering, sentiment analysis, information retrieval, text classification, social network models, chatbots, sequence alignment, spell checking, speech processing, recommender systems. nPrerequisites:  CS103,  CS107,  CS109.",,,,,
Stanford,CS,CS 131,Computer Vision: Foundations and Applications,Aut,3-4,"Robots that can navigate space and perform duties, search engines that can index billions of images and videos, algorithms that can diagnose medical images for diseases, or smart cars that can see and drive safely: Lying in the heart of these modern AI applications are computer vision technologies that can perceive, understand and reconstruct the complex visual world. This course is designed for students who are interested in learning about the fundamental principles and important applications of computer vision. Course will introduce a number of fundamental concepts in computer vision and expose students to a number of real-world applications, plus guide students through a series of projects such that they will get to implement cutting-edge computer vision algorithms. Prerequisites: Students should be familiar with Python (i.e. have programmed in Python before) and Linux; plus Calculus & Linear Algebra.",Students should be familiar with Python (i.e. have programmed in Python before) and Linux; plus Calculus &amp; Linear Algebra.,,,,
Stanford,CS,CS 140,Operating Systems and Systems Programming,"Win, Spr",3-4,"Operating systems design and implementation. Basic structure; synchronization and communication mechanisms; implementation of processes, process management, scheduling, and protection; memory organization and management, including virtual memory; I/O device management, secondary storage, and file systems. Prerequisite:  CS 110.",,,,,
Stanford,CS,CS 140E,Operating systems design and implementation,Win,3-4,"This is an experimental course offering. Students will implement a simple, clean operating system (virtual memory, processes, file system) on a rasberry pi computer and use the result to run a variety of devices. Enrollment is limited,nand students should expect the course to have rough edges since it isnthe first offering.",,,,,
Stanford,CS,CS 142,Web Applications,"Aut, Spr",3,"Concepts and techniques used in constructing interactive web applications. Browser-side web facilities such as HTML, cascading stylesheets, the document object model, and JavaScript frameworks and Server-side technologies such as server-side JavaScript, sessions, and object-oriented databases. Issues in web security and application scalability. New models of web application deployment. Prerequisites:  CS 107 and  CS 108.",,,,,
Stanford,CS,CS 143,Compilers,Spr,3-4,"Principles and practices for design and implementation of compilers and interpreters. Topics: lexical analysis; parsing theory; symbol tables; type systems; scope; semantic analysis; intermediate representations; runtime environments; code generation; and basic program analysis and optimization. Students construct a compiler for a simple object-oriented language during course programming projects. Prerequisites: 103 or 103B, and 107.","103 or 103B, and 107.",,,,
Stanford,CS,CS 144,Introduction to Computer Networking,Aut,3-4,"Principles and practice. Structure and components of computer networks, packet switching, layered architectures. Applications: web/http, voice-over-IP, p2p file sharing and socket programming. Reliable transport: TCP/IP, reliable transfer, flow control, and congestion control. The network layer: names and addresses, routing. Local area networks: ethernet and switches. Wireless networks and network security. Prerequisite:  CS 110.",,,,,
Stanford,CS,CS 145,Introduction to Databases,Aut,3-4,"The course covers database design and the use of database management systems for applications. It includes extensive coverage of the relational model, relational algebra, and SQL.The course includes database design and relational design principles based on dependencies and normal forms. Many additional key database topics from the design and application-building perspective are also covered: indexes, views, transactions, authorization, integrity constraints, triggers, on-line analytical processing (OLAP), JSON, and emerging NoSQL systems. Class time will include guest speakers from industry and additional advanced topics as time and class interest permits. Prerequisites: 103 and 107 (or equivalent).",103 and 107 (or equivalent).,,,,
Stanford,CS,CS 146,Introduction to Game Design and Development,Aut,3,"This project-based course provides an introduction to game design covering topics like 2D/3D Art, Audio, User Interfaces, Production, Narrative Design, Marketing, and Publishing. Speakers from the profession will provide relevant context during a weekly seminar. Weekly assignments include in-depth materials and require students to independently create small video games. Classroom meetings will be used to foster student project discussions, and deepen understanding of material. The course culminates with students forming project teams to create a final video game. Assignments will be completed within the Unity game development engine; prior Unity experience is not required. Given class size limitations, an online survey will be distributed before class starts and students will be selected so to achieve a diverse class composition. Prerequisite:  CS 106A or equivalent programming experience.",,,,,
Stanford,CS,CS 147,Introduction to Human-Computer Interaction Design,Aut,3-5,"Introduces fundamental methods and principles for designing, implementing, and evaluating user interfaces. Topics: user-centered design, rapid prototyping, experimentation, direct manipulation, cognitive principles, visual design, social software, software tools. Learn by doing: work with a team on a quarter-long design project, supported by lectures, readings, and studios. Prerequisite: 106B or X or equivalent programming experience. Recommended that CS Majors have also taken one of 142, 193P, or 193A.","106B or X or equivalent programming experience. Recommended that CS Majors have also taken one of 142, 193P, or 193A.",,,,
Stanford,CS,CS 148,Introduction to Computer Graphics and Imaging,"Aut, Sum",3-4,"Introductory prerequisite course in the computer graphics sequence introducing students to the technical concepts behind creating synthetic computer generated images. Focuses on using OpenGL to create visual imagery, as well as an understanding of the underlying mathematical concepts including triangles, normals, interpolation, texture mapping, bump mapping, etc. Course will cover fundamental understanding of light and color, as well as how it impacts computer displays and printers. Class will discuss more thoroughly how light interacts with the environment, constructing engineering models such as the BRDF, plus various simplifications into more basic lighting and shading models. Also covers ray tracing technology for creating virtual images, while drawing parallels between ray tracers and real world cameras to illustrate various concepts. Anti-aliasing and acceleration structures are also discussed. The final class mini-project consists of building out a ray tracer to create visually ",,,,,
Stanford,CS,CS 149,Parallel Computing,Win,3-4,"This course is an introduction to parallelism and parallel programming. Most new computer architectures are parallel; programming these machines requires knowledge of the basic issues of and techniques for writing parallel software. Topics: varieties of parallelism in current hardware (e.g., fast networks, multicore, accelerators such as GPUs, vector instruction sets), importance of locality, implicit vs. explicit parallelism, shared vs. non-shared memory, synchronization mechanisms (locking, atomicity, transactions, barriers), and parallel programming models (threads, data parallel/streaming, MapReduce, Apache Spark, SPMD, message passing, SIMT, transactions, and nested parallelism). Significant parallel programming assignments will be given as homework. The course is open to students who have completed the introductory CS course sequence through 110 and have taken  CS 143.",,,,,
Stanford,CS,CS 154,Introduction to Automata and Complexity Theory,Aut,3-4,"This course provides a mathematical introduction to the following questions: What is computation? Given a computational model, what problems can we hope to solve in principle with this model? Besides those solvable in principle, what problems can we hope to efficiently solve? In many cases we can give completely rigorous answers; in other cases, these questions have become major open problems in computer science and mathematics. By the end of this course, students will be able to classify computational problems in terms of their computational complexity (Is the problem regular? Not regular? Decidable? Recognizable? Neither? Solvable in P? NP-complete? PSPACE-complete?, etc.). Students will gain a deeper appreciation for some of the fundamental issues in computing that are independent of trends of technology, such as the Church-Turing Thesis and the P versus NP problem. Prerequisites:  CS 103 or 103B.",,,,,
Stanford,CS,CS 155,Computer and Network Security,Spr,3,"For seniors and first-year graduate students. Principles of computer systems security. Attack techniques and how to defend against them. Topics include: network attacks and defenses, operating system security, application security (web, apps, databases), malware, privacy, and security for mobile devices. Course projects focus on building reliable code. Prerequisite: 110. Recommended: basic Unix.",110. Recommended: basic Unix.,,,,
Stanford,CS,CS 157,Logic and Automated Reasoning,Aut,3,"An elementary exposition from a computational point of view of propositional and predicate logic, axiomatic theories, and theories with equality and induction. Interpretations, models, validity, proof, strategies, and applications. Automated deduction: polarity, skolemization, unification, resolution, equality. Prerequisite: 103 or 103B.",103 or 103B.,,,,
Stanford,CS,CS 161,Design and Analysis of Algorithms,"Aut, Win, Sum",3-5,"Worst and average case analysis. Recurrences and asymptotics. Efficient algorithms for sorting, searching, and selection. Data structures: binary search trees, heaps, hash tables. Algorithm design techniques: divide-and-conquer, dynamic programming, greedy algorithms, amortized analysis, randomization. Algorithms for fundamental graph problems: minimum-cost spanning tree, connected components, topological sort, and shortest paths. Possible additional topics: network flow, string searching. Prerequisite: 103 or 103B; 109 or  STATS 116.",,,,,
Stanford,CS,CS 166,Data Structures,Spr,3-4,"Techniques in the design, analysis, and implementation of data structures. Isometries between data structures (including red/black trees and 2-3-4 trees), amortized analysis (including Fibonacci heaps and splay trees), and randomization (including count-min sketches and dynamic perfect hash tables). Data structures for integers and strings (including van Emde Boas trees and suffix trees). Possible additional topics include functional data structures, concurrent data structures, and spatial data structures. Prerequisites: CS107 and  CS161.",,,,,
Stanford,CS,CS 168,The Modern Algorithmic Toolbox,Spr,3-4,"This course will provide a rigorous and hands-on introduction to the central ideas and algorithms that constitute the core of the modern algorithms toolkit. Emphasis will be on understanding the high-level theoretical intuitions and principles underlying the algorithms we discuss, as well as developing a concrete understanding of when and how to implement and apply the algorithms. The course will be structured as a sequence of one-week investigations; each week will introduce one algorithmic idea, and discuss the motivation, theoretical underpinning, and practical applications of that algorithmic idea. Each topic will be accompanied by a mini-project in which students will be guided through a practical application of the ideas of the week. Topics include hashing, dimension reduction and LSH, boosting, linear programming, gradient descent, sampling and estimation, and an introduction to spectral techniques. Prerequisites: CS107 and  CS161, or permission from the instructor.",,,,,
